Schema,Table,Type,Column,DataType,Length,Nullable
powerbi,salesforce_vf_sdr_quota,VIEW,Last Updated,STRING,0,YES
powerbi,salesforce_vf_se_quota,VIEW,User ID,STRING,0,YES
powerbi,salesforce_vf_se_quota,VIEW,User Name,STRING,0,YES
powerbi,salesforce_vf_se_quota,VIEW,Job Title,STRING,0,YES
powerbi,salesforce_vf_se_quota,VIEW,Quota Type,STRING,0,YES
powerbi,salesforce_vf_se_quota,VIEW,Business Type,STRING,0,YES
powerbi,salesforce_vf_se_quota,VIEW,Quarter Start,STRING,0,YES
powerbi,salesforce_vf_se_quota,VIEW,Quota USD,STRING,0,YES
powerbi,salesforce_vf_security_compliance_request,VIEW,Security Compliance ID,STRING,0,YES
powerbi,salesforce_vf_security_compliance_request,VIEW,Link,STRING,0,YES
powerbi,salesforce_vf_security_compliance_request,VIEW,Account ID,STRING,0,YES
powerbi,salesforce_vf_security_compliance_request,VIEW,Opportunity ID,STRING,0,YES
powerbi,salesforce_vf_security_compliance_request,VIEW,Request Type,STRING,0,YES
powerbi,salesforce_vf_security_compliance_request,VIEW,Status,STRING,0,YES
powerbi,salesforce_vf_security_compliance_request,VIEW,Created By,STRING,0,YES
powerbi,salesforce_vf_security_compliance_request,VIEW,Requested By,STRING,0,YES
powerbi,salesforce_vf_security_compliance_request,VIEW,Created Date,DATE,-,YES
powerbi,salesforce_vf_security_compliance_request,VIEW,Type,STRING,0,YES
powerbi,salesforce_vf_security_compliance_request,VIEW,Solution Type,STRING,0,YES
powerbi,salesforce_vf_security_compliance_request,VIEW,Owner Name,STRING,0,YES
powerbi,salesforce_vf_security_compliance_request_product,VIEW,Security Compliance ID,STRING,0,YES
powerbi,salesforce_vf_security_compliance_request_product,VIEW,Product,STRING,0,YES
powerbi,salesforce_vf_subscription,VIEW,Subscription ID,STRING,0,YES
powerbi,salesforce_vf_subscription,VIEW,Owner ID,STRING,0,YES
powerbi,salesforce_vf_subscription,VIEW,Opportunity ID,STRING,0,YES
powerbi,salesforce_vf_subscription,VIEW,Account ID,STRING,0,YES
powerbi,salesforce_vf_subscription,VIEW,Contract ID,STRING,0,YES
powerbi,salesforce_vf_subscription,VIEW,Product ID,STRING,0,YES
powerbi,salesforce_vf_subscription,VIEW,Start Date,DATE,-,YES
powerbi,salesforce_vf_subscription,VIEW,End Date,DATE,-,YES
powerbi,salesforce_vf_subscription,VIEW,Current Subscription,BOOLEAN,-,YES
powerbi,salesforce_vf_subscription,VIEW,Quantity,DOUBLE,-,YES
powerbi,salesforce_vf_subscription,VIEW,Regular Price,DECIMAL,-,YES
powerbi,salesforce_vf_subscription,VIEW,Customer Price,DECIMAL,-,YES
powerbi,salesforce_vf_subscription,VIEW,Net Price,DECIMAL,-,YES
powerbi,salesforce_vf_subscription,VIEW,Renewal Price,DECIMAL,-,YES
powerbi,salesforce_vf_subscription,VIEW,Annual Renewal Total,DECIMAL,-,YES
powerbi,salesforce_vf_subscription,VIEW,Currency,STRING,0,YES
powerbi,salesforce_vf_table_refresh_time,VIEW,TblName,STRING,0,YES
powerbi,salesforce_vf_table_refresh_time,VIEW,LastRefreshTime,TIMESTAMP,-,YES
powerbi,salesforce_vf_training,VIEW,Training ID,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Opportunity ID,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Product ID,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Account ID,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Actual Amount,DECIMAL,-,YES
powerbi,salesforce_vf_training,VIEW,Assigned To,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Completion Date,DATE,-,YES
powerbi,salesforce_vf_training,VIEW,Computed Product Code,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Contact ID,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Created By ID,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Created Date,DATE,-,YES
powerbi,salesforce_vf_training,VIEW,Currency Iso Code,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Delivery Type,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Exceptions,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Expiration Date,DATE,-,YES
powerbi,salesforce_vf_training,VIEW,Extend Training Expiration,BOOLEAN,-,YES
powerbi,salesforce_vf_training,VIEW,GAAP Amount,DECIMAL,-,YES
powerbi,salesforce_vf_training,VIEW,Is Deleted,BOOLEAN,-,YES
powerbi,salesforce_vf_training,VIEW,Last Activity Date,DATE,-,YES
powerbi,salesforce_vf_training,VIEW,Last Contact Date,DATE,-,YES
powerbi,salesforce_vf_training,VIEW,Last Modified By ID,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Last Modified Date,DATE,-,YES
powerbi,salesforce_vf_training,VIEW,Last Reference Date,DATE,-,YES
powerbi,salesforce_vf_training,VIEW,Last Viewed Date,DATE,-,YES
powerbi,salesforce_vf_training,VIEW,Legacy Number Of Students,DOUBLE,-,YES
powerbi,salesforce_vf_training,VIEW,LMS Enrollment Key,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Location,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Manual Ship Date,DATE,-,YES
powerbi,salesforce_vf_training,VIEW,Name,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Partner Account ID,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Partner Assigned ID,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Partner Instructor ID,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Payment Received Date,DATE,-,YES
powerbi,salesforce_vf_training,VIEW,Product Subtype,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Purchase Date,DATE,-,YES
powerbi,salesforce_vf_training,VIEW,Purchase Type,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Quantity,DOUBLE,-,YES
powerbi,salesforce_vf_training,VIEW,Quote Line,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Reseller Account,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Sold Amount,DECIMAL,-,YES
powerbi,salesforce_vf_training,VIEW,Start Date,DATE,-,YES
powerbi,salesforce_vf_training,VIEW,Start Date 2,DATE,-,YES
powerbi,salesforce_vf_training,VIEW,Status,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Subscription End Date,DATE,-,YES
powerbi,salesforce_vf_training,VIEW,Subscription Start Date,DATE,-,YES
powerbi,salesforce_vf_training,VIEW,System Modstamp,TIMESTAMP,-,YES
powerbi,salesforce_vf_training,VIEW,TE,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Training ID18,STRING,0,YES
powerbi,salesforce_vf_training,VIEW,Version,STRING,0,YES
powerbi,salesforce_vf_user,VIEW,User ID,STRING,0,YES
powerbi,salesforce_vf_user,VIEW,User Name,STRING,0,YES
powerbi,salesforce_vf_user,VIEW,Employee Number,STRING,0,YES
powerbi,salesforce_vf_user,VIEW,Title,STRING,0,YES
powerbi,salesforce_vf_user,VIEW,Is Active,BOOLEAN,-,YES
powerbi,salesforce_vf_user,VIEW,Is SDR,BOOLEAN,-,YES
powerbi,salesforce_vf_user,VIEW,Email,STRING,0,YES
powerbi,salesforce_vf_user,VIEW,Manager Name,STRING,0,YES
powerbi,salesforce_vf_user,VIEW,User Region,STRING,0,YES
powerbi,salesforce_vf_user,VIEW,User SubRegion,STRING,0,YES
powerbi,salesforce_vf_user,VIEW,Sales Team,STRING,0,YES
powerbi,salesforce_vf_user,VIEW,Is New Hire,INT,-,YES
powerbi,salesforce_vf_user,VIEW,Is Backfill,BOOLEAN,-,YES
powerbi,servicenow_vf_account,VIEW,Salesforce Account ID,STRING,0,YES
powerbi,servicenow_vf_account,VIEW,Account Name,STRING,0,YES
powerbi,servicenow_vf_account,VIEW,Account Region,STRING,0,YES
powerbi,servicenow_vf_account,VIEW,Is Test Record,INT,-,YES
powerbi,servicenow_vf_assignment_group,VIEW,Assignment Group ID,STRING,0,YES
powerbi,servicenow_vf_assignment_group,VIEW,Assignment Group Name,STRING,0,YES
powerbi,servicenow_vf_case,VIEW,Account ID,STRING,0,YES
powerbi,servicenow_vf_case,VIEW,Is Active,BYTE,-,YES
powerbi,servicenow_vf_case,VIEW,Approval,STRING,0,YES
powerbi,servicenow_vf_case,VIEW,Assigned To ID,STRING,0,YES
powerbi,servicenow_vf_case,VIEW,Assignment Group ID,STRING,0,YES
powerbi,servicenow_vf_case,VIEW,Category ID,INT,-,YES
powerbi,servicenow_vf_case,VIEW,Closed Date,DATE,-,YES
powerbi,servicenow_vf_case,VIEW,Closed Time,DECIMAL,-,YES
powerbi,servicenow_vf_case,VIEW,Closed By ID,STRING,0,YES
powerbi,servicenow_vf_case,VIEW,Company ID,STRING,0,YES
powerbi,servicenow_vf_case,VIEW,Contact ID,STRING,0,YES
powerbi,servicenow_vf_case,VIEW,Contact Type,STRING,0,YES
powerbi,servicenow_vf_case,VIEW,Description,STRING,0,YES
powerbi,servicenow_vf_case,VIEW,Case Number,STRING,0,YES
powerbi,servicenow_vf_case,VIEW,Opened Date,DATE,-,YES
powerbi,servicenow_vf_case,VIEW,Opened Time,DECIMAL,-,YES
powerbi,servicenow_vf_case,VIEW,Opened By ID,STRING,0,YES
powerbi,servicenow_vf_case,VIEW,Priority ID,INT,-,YES
powerbi,servicenow_vf_case,VIEW,Product ID,STRING,0,YES
powerbi,servicenow_vf_case,VIEW,State ID,LONG,-,YES
powerbi,servicenow_vf_case,VIEW,Subcategory ID,LONG,-,YES
powerbi,servicenow_vf_case,VIEW,Created By,STRING,0,YES
powerbi,servicenow_vf_case,VIEW,Created Date,DATE,-,YES
powerbi,servicenow_vf_case,VIEW,Created Time,DECIMAL,-,YES
powerbi,servicenow_vf_case,VIEW,Updated By,STRING,0,YES
powerbi,servicenow_vf_case,VIEW,Updated Date,DATE,-,YES
powerbi,servicenow_vf_case,VIEW,Updated Time,DECIMAL,-,YES
powerbi,servicenow_vf_case,VIEW,Issue Type,STRING,0,YES
powerbi,servicenow_vf_case,VIEW,Product Family ID,STRING,0,YES
powerbi,servicenow_vf_case,VIEW,Severity ID,INT,-,YES
powerbi,servicenow_vf_case,VIEW,Assignment Group Category ID,STRING,0,YES
powerbi,servicenow_vf_category,VIEW,Category ID,INT,-,YES
powerbi,servicenow_vf_category,VIEW,Category Name,STRING,0,YES
powerbi,servicenow_vf_category,VIEW,Assignment Group Category ID,STRING,0,YES
powerbi,servicenow_vf_customer_account,VIEW,Account ID,STRING,0,YES
powerbi,servicenow_vf_customer_account,VIEW,Salesforc Account ID,STRING,0,YES
powerbi,servicenow_vf_incident,VIEW,Incident Number,STRING,0,YES
powerbi,servicenow_vf_incident,VIEW,Created Date,DATE,-,YES
powerbi,servicenow_vf_incident,VIEW,Updated Date,DATE,-,YES
powerbi,servicenow_vf_incident,VIEW,Priority,LONG,-,YES
powerbi,servicenow_vf_incident,VIEW,State,LONG,-,YES
powerbi,servicenow_vf_incident,VIEW,Assignment Group,STRING,0,YES
powerbi,servicenow_vf_incident,VIEW,Assigned To,STRING,0,YES
powerbi,servicenow_vf_incident,VIEW,Category,STRING,0,YES
powerbi,servicenow_vf_incident,VIEW,Subcategory,STRING,0,YES
powerbi,servicenow_vf_incident,VIEW,Hold Reason,LONG,-,YES
powerbi,servicenow_vf_incident,VIEW,Is Active,INT,-,YES
powerbi,servicenow_vf_incident,VIEW,Resolved By,STRING,0,YES
powerbi,servicenow_vf_incident,VIEW,Resolved Date,DATE,-,YES
powerbi,servicenow_vf_incident,VIEW,Caller,STRING,0,YES
powerbi,servicenow_vf_incident,VIEW,Created By,STRING,0,YES
powerbi,servicenow_vf_incident,VIEW,Opened By,STRING,0,YES
powerbi,servicenow_vf_incident,VIEW,Closed Date,DATE,-,YES
powerbi,servicenow_vf_incident,VIEW,Opened Date,DATE,-,YES
powerbi,servicenow_vf_priority,VIEW,Priority ID,INT,-,YES
powerbi,servicenow_vf_priority,VIEW,Priority,STRING,0,YES
powerbi,servicenow_vf_product,VIEW,Product ID,STRING,0,YES
powerbi,servicenow_vf_product,VIEW,Product Name,STRING,0,YES
powerbi,servicenow_vf_product,VIEW,Category,STRING,0,YES
powerbi,servicenow_vf_product,VIEW,SFDC Product ID,STRING,0,YES
powerbi,servicenow_vf_product_family,VIEW,Product Family ID,STRING,0,YES
powerbi,servicenow_vf_product_family,VIEW,Product Family Name,STRING,0,YES
powerbi,servicenow_vf_severity,VIEW,Severity ID,INT,-,YES
powerbi,servicenow_vf_severity,VIEW,Severity,STRING,0,YES
powerbi,servicenow_vf_state,VIEW,State ID,INT,-,YES
powerbi,servicenow_vf_state,VIEW,State,STRING,0,YES
powerbi,servicenow_vf_subcategory,VIEW,Category ID,INT,-,YES
powerbi,servicenow_vf_subcategory,VIEW,Subcategory ID,INT,-,YES
powerbi,servicenow_vf_subcategory,VIEW,Subcategory Name,STRING,0,YES
