Schema,Table,Type,Column,DataType,Length,Nullable
powerbi,salesforce_vf_pit_opportunity,VIEW,PIT ACV (Native),STRING,0,YES
powerbi,salesforce_vf_pit_opportunity,VIEW,PIT TCV (Native),STRING,0,YES
powerbi,salesforce_vf_pit_opportunity,VIEW,PIT Currency,STRING,0,YES
powerbi,salesforce_vf_pit_opportunity,VIEW,Relative Close Q,LONG,-,YES
powerbi,salesforce_vf_pit_opportunity,VIEW,Days Until End of PIT Close Q,INT,-,YES
powerbi,salesforce_vf_pit_opportunity,VIEW,Finance Category,STRING,0,YES
powerbi,salesforce_vf_pit_opportunity,VIEW,PIT Transaction Type,STRING,0,YES
powerbi,salesforce_vf_pit_opportunity,VIEW,NetACV Native,STRING,0,YES
powerbi,salesforce_vf_pre_sales_activity,VIEW,PSA ID,STRING,0,YES
powerbi,salesforce_vf_pre_sales_activity,VIEW,PSA Name,STRING,0,YES
powerbi,salesforce_vf_pre_sales_activity,VIEW,Owner ID,STRING,0,YES
powerbi,salesforce_vf_pre_sales_activity,VIEW,PSA Origin,STRING,0,YES
powerbi,salesforce_vf_pre_sales_activity,VIEW,Opportunity ID,STRING,0,YES
powerbi,salesforce_vf_pre_sales_activity,VIEW,Contact ID,STRING,0,YES
powerbi,salesforce_vf_pre_sales_activity,VIEW,Account ID,STRING,0,YES
powerbi,salesforce_vf_pre_sales_activity,VIEW,Lead ID,STRING,0,YES
powerbi,salesforce_vf_pre_sales_activity,VIEW,PSA Type,STRING,0,YES
powerbi,salesforce_vf_pre_sales_activity,VIEW,POC Type,STRING,0,YES
powerbi,salesforce_vf_pre_sales_activity,VIEW,PSA Status,STRING,0,YES
powerbi,salesforce_vf_pre_sales_activity,VIEW,Hours Spent,DOUBLE,-,YES
powerbi,salesforce_vf_pre_sales_activity,VIEW,PSA Date,DATE,-,YES
powerbi,salesforce_vf_pre_sales_activity,VIEW,Link,STRING,0,YES
powerbi,salesforce_vf_pre_sales_activity,VIEW,PSA Account ID,STRING,0,YES
powerbi,salesforce_vf_pre_sales_activity_product,VIEW,PSA_ID,STRING,0,YES
powerbi,salesforce_vf_pre_sales_activity_product,VIEW,PSA_Product,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,Product ID,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,Product Code,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,Product Name,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,Product Portfolio,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,Is Active,BOOLEAN,-,YES
powerbi,salesforce_vf_product,VIEW,Is Legacy,BOOLEAN,-,YES
powerbi,salesforce_vf_product,VIEW,Product Family,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,Product Nickname,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,Product Type,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,Product Type Sort,INT,-,YES
powerbi,salesforce_vf_product,VIEW,Product Type Display,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,Product SubType,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,Sale Type,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,PS Hours,DOUBLE,-,YES
powerbi,salesforce_vf_product,VIEW,Vendor SKU,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,ASC 606 Template,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,Finance Category,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,Finance Category Sort,INT,-,YES
powerbi,salesforce_vf_product,VIEW,Finance Category Display,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,Product Life,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,Product Life Group,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,End of Sale Date,TIMESTAMP,-,YES
powerbi,salesforce_vf_product,VIEW,End of Life Date,TIMESTAMP,-,YES
powerbi,salesforce_vf_product,VIEW,Product Life Program,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,Product Life Group Program,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,Unit of Measure,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,NetSuite Class,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,Fed Ramp,BOOLEAN,-,YES
powerbi,salesforce_vf_product,VIEW,ARR Class SFDC,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,New ARR Class,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,ARR Type SFDC,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,SBQQ__ChargeType__c,STRING,0,YES
powerbi,salesforce_vf_product,VIEW,ERP Class,STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,Opportunity ID,STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,Account Name,STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,Opportunity Type,STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,Stage Summary,STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,Stage Name,STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,Forecast Status,STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,Close Date,DATE,-,YES
powerbi,salesforce_vf_product_migration,VIEW,Product Portfolio Short,STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,Product Type,STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,Level 3 Geo-Segment,STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,Level 4 Geo-Segment,STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,Uplift,STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,Transaction Types,STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,SKUs,STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,Quantity,DOUBLE,-,YES
powerbi,salesforce_vf_product_migration,VIEW,ACV excl. Paid Credits,DOUBLE,-,YES
powerbi,salesforce_vf_product_migration,VIEW,Upgrade ACV excl. Paid Credits,DOUBLE,-,YES
powerbi,salesforce_vf_product_migration,VIEW,Add-On ACV excl. Paid Credits,DOUBLE,-,YES
powerbi,salesforce_vf_product_migration,VIEW,Other NBB ACV excl. Paid Credits,DOUBLE,-,YES
powerbi,salesforce_vf_product_migration,VIEW,ESS ACV excl. Paid Credits,DOUBLE,-,YES
powerbi,salesforce_vf_product_migration,VIEW,Waived Credit ACV,DOUBLE,-,YES
powerbi,salesforce_vf_product_migration,VIEW,Goodwill Credit ACV,DOUBLE,-,YES
powerbi,salesforce_vf_product_migration,VIEW,Renewal Opportunity ID(s),STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,Renewal Stage(s),STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,Currency,STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,Product Type Display,STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,Sales Type,STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,Owner ID,STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,ARR Term,DOUBLE,-,YES
powerbi,salesforce_vf_product_migration,VIEW,Country,STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,Is Test Record,INT,-,YES
powerbi,salesforce_vf_product_migration,VIEW,Prev. Total Pillar ACV,DOUBLE,-,YES
powerbi,salesforce_vf_product_migration,VIEW,Prev. Perpetual/Maint ACV,DOUBLE,-,YES
powerbi,salesforce_vf_product_migration,VIEW,Prev. Perpetual/Maint ACV (EOL),DOUBLE,-,YES
powerbi,salesforce_vf_product_migration,VIEW,Prev. Saas ACV,DOUBLE,-,YES
powerbi,salesforce_vf_product_migration,VIEW,Prev. Term ACV,DOUBLE,-,YES
powerbi,salesforce_vf_product_migration,VIEW,Prev. Other ACV,DOUBLE,-,YES
powerbi,salesforce_vf_product_migration,VIEW,Non-Commissionable,BOOLEAN,-,YES
powerbi,salesforce_vf_product_migration,VIEW,EOL Flag,BOOLEAN,-,YES
powerbi,salesforce_vf_product_migration,VIEW,Product Life Group Program,STRING,0,YES
powerbi,salesforce_vf_product_migration,VIEW,CRG Upgrade Flag,BOOLEAN,-,YES
powerbi,salesforce_vf_product_migration,VIEW,Account Segmentation,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Opportunity ID,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Account Name,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Opportunity Type,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Stage Summary,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Stage Name,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Forecast Status,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Close Date,DATE,-,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Product Pillar,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Delivery,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Sales Theatre,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Sales Region,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Uplift,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Transaction Type(s),STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,SKU(s),STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Quantity,DOUBLE,-,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,ACV (excl. Paid Credits),STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Upgrade ACV (excl. Paid Credits),STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Add-On ACV (excl. Paid Credits),STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Other NBB ACV (excl. Paid Credits),STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,ESS ACV (excl. Paid Credits),STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Waived Credit ACV,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Goodwill Credit ACV,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Renewal Opportunity ID(s),STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Renewal Stage(s),STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Currency,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Prev. Total Pillar ACV,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Prev. Perpetual/Maint ACV,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Prev. Perpetual/Maint ACV (EOL),STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Prev. Saas ACV,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Prev. Term ACV,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Prev. Other ACV,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Non-Commissionable,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,EOL Flag,BOOLEAN,-,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Delivery Display,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Product Life Group Program,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Sales Type,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Owner ID,STRING,0,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,ARR Term,LONG,-,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,CRG Upgrade Flag,BOOLEAN,-,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Is Test Account,BOOLEAN,-,YES
powerbi,salesforce_vf_product_migration_l2o,VIEW,Country,STRING,0,YES
powerbi,salesforce_vf_product_of_interest,VIEW,Opportunity ID,STRING,0,YES
powerbi,salesforce_vf_product_of_interest,VIEW,Product of Interest,STRING,0,YES
powerbi,salesforce_vf_product_quota,VIEW,Geo-Segment,STRING,0,YES
powerbi,salesforce_vf_product_quota,VIEW,Quota USD,DOUBLE,-,YES
powerbi,salesforce_vf_product_quota,VIEW,Quota Type,STRING,0,YES
powerbi,salesforce_vf_product_quota,VIEW,User ID,STRING,0,YES
powerbi,salesforce_vf_product_quota,VIEW,User Name,STRING,0,YES
powerbi,salesforce_vf_product_quota,VIEW,Quarter Start,DATE,-,YES
powerbi,salesforce_vf_product_summary,VIEW,Product Nickname,STRING,0,YES
powerbi,salesforce_vf_product_summary,VIEW,Product Family,STRING,0,YES
powerbi,salesforce_vf_product_summary,VIEW,Product Family Short,STRING,0,YES
powerbi,salesforce_vf_product_summary,VIEW,Product Portfolio,STRING,0,YES
powerbi,salesforce_vf_product_summary,VIEW,Product Portfolio Short,STRING,0,YES
powerbi,salesforce_vf_product_summary,VIEW,Product Portfolio Sort,LONG,-,YES
powerbi,salesforce_vf_product_summary,VIEW,Product Group,STRING,0,YES
powerbi,salesforce_vf_product_summary,VIEW,PSA Product,STRING,0,YES
powerbi,salesforce_vf_product_summary,VIEW,Competitive Product,STRING,0,YES
powerbi,salesforce_vf_product_summary,VIEW,Certification Product,STRING,0,YES
powerbi,salesforce_vf_product_summary,VIEW,Legacy Product Family,STRING,0,YES
powerbi,salesforce_vf_product_summary,VIEW,Legacy Product Group,STRING,0,YES
powerbi,salesforce_vf_product_summary,VIEW,Finance Product Family,STRING,0,YES
powerbi,salesforce_vf_product_type_mix_quota,VIEW,Geo-Segment,STRING,0,YES
powerbi,salesforce_vf_product_type_mix_quota,VIEW,Quota,DOUBLE,-,YES
powerbi,salesforce_vf_product_type_mix_quota,VIEW,Quota Type,STRING,0,YES
powerbi,salesforce_vf_product_type_mix_quota,VIEW,User ID,STRING,0,YES
powerbi,salesforce_vf_product_type_mix_quota,VIEW,User Name,STRING,0,YES
powerbi,salesforce_vf_product_type_mix_quota,VIEW,Quarter Start,DATE,-,YES
powerbi,salesforce_vf_ps_assignment,VIEW,PS Assignment ID,STRING,0,YES
powerbi,salesforce_vf_ps_assignment,VIEW,Account ID,STRING,0,YES
powerbi,salesforce_vf_ps_assignment,VIEW,PS Budget ID,STRING,0,YES
powerbi,salesforce_vf_ps_assignment,VIEW,Assignment Name,STRING,0,YES
powerbi,salesforce_vf_ps_assignment,VIEW,Assignment Package Level,STRING,0,YES
powerbi,salesforce_vf_ps_assignment,VIEW,PS Project ID,STRING,0,YES
powerbi,salesforce_vf_ps_assignment,VIEW,PS Role,STRING,0,YES
powerbi,salesforce_vf_ps_assignment,VIEW,Resource ID,STRING,0,YES
powerbi,salesforce_vf_ps_assignment,VIEW,Location,STRING,0,YES
powerbi,salesforce_vf_ps_assignment,VIEW,Billable,BOOLEAN,-,YES
powerbi,salesforce_vf_ps_assignment,VIEW,Assignment Start Date,DATE,-,YES
powerbi,salesforce_vf_ps_assignment,VIEW,Assignment End Date,DATE,-,YES
powerbi,salesforce_vf_ps_assignment,VIEW,Planned Hours,DOUBLE,-,YES
powerbi,salesforce_vf_ps_assignment,VIEW,Assignment Status,STRING,0,YES
powerbi,salesforce_vf_ps_assignment,VIEW,Scheduled Hours,DOUBLE,-,YES
powerbi,salesforce_vf_ps_assignment,VIEW,Created Date,DATE,-,YES
powerbi,salesforce_vf_ps_assignment,VIEW,PS Time Type,STRING,0,YES
powerbi,salesforce_vf_ps_billing_type,VIEW,PS Billing Type,STRING,0,YES
powerbi,salesforce_vf_ps_billing_type,VIEW,Billable,LONG,-,YES
powerbi,salesforce_vf_ps_budget,VIEW,PS Budget ID,STRING,0,YES
powerbi,salesforce_vf_ps_budget,VIEW,PS Project ID,STRING,0,YES
powerbi,salesforce_vf_ps_budget,VIEW,PS Budget Type,STRING,0,YES
powerbi,salesforce_vf_ps_budget,VIEW,Billable,INT,-,YES
powerbi,salesforce_vf_ps_budget,VIEW,Budgeted Amount,DECIMAL,-,YES
powerbi,salesforce_vf_ps_budget,VIEW,Currency,STRING,0,YES
powerbi,salesforce_vf_ps_budget,VIEW,TotalProjectManagerHours__c,INT,-,YES
powerbi,salesforce_vf_ps_budget,VIEW,TotalArchitectHours__c,INT,-,YES
powerbi,salesforce_vf_ps_budget,VIEW,TotalEngineerHours__c,INT,-,YES
powerbi,salesforce_vf_ps_budget,VIEW,Total Hours,INT,-,YES
powerbi,salesforce_vf_ps_budget,VIEW,Warranty Type,STRING,0,YES
powerbi,salesforce_vf_ps_budget,VIEW,Warranty Hours,DOUBLE,-,YES
powerbi,salesforce_vf_ps_project,VIEW,PS Project ID,STRING,0,YES
powerbi,salesforce_vf_ps_project,VIEW,Project Name,STRING,0,YES
powerbi,salesforce_vf_ps_project,VIEW,Project Record Type,STRING,0,YES
powerbi,salesforce_vf_ps_project,VIEW,Created Date,DATE,-,YES
powerbi,salesforce_vf_ps_project,VIEW,Days To PS Handoff,DECIMAL,-,YES
powerbi,salesforce_vf_ps_project,VIEW,Waiting on PM Date,DATE,-,YES
powerbi,salesforce_vf_ps_project,VIEW,Days Waiting on PM Assignment,DOUBLE,-,YES
powerbi,salesforce_vf_ps_project,VIEW,PM Assigned Date,DATE,-,YES
powerbi,salesforce_vf_ps_project,VIEW,Project Type,STRING,0,YES
powerbi,salesforce_vf_ps_project,VIEW,Project Billing Type,STRING,0,YES
powerbi,salesforce_vf_ps_project,VIEW,Billable,INT,-,YES
powerbi,salesforce_vf_ps_project,VIEW,Project Manager,STRING,0,YES
powerbi,salesforce_vf_ps_project,VIEW,Engagement Manager,STRING,0,YES
powerbi,salesforce_vf_ps_project,VIEW,First Assignment Created Date,DATE,-,YES
powerbi,salesforce_vf_ps_project,VIEW,First Assignment Start Date,DATE,-,YES
powerbi,salesforce_vf_ps_project,VIEW,Account ID,STRING,0,YES
powerbi,salesforce_vf_ps_project,VIEW,Opportunity ID,STRING,0,YES
powerbi,salesforce_vf_ps_project,VIEW,Project Bookings,DECIMAL,-,YES
powerbi,salesforce_vf_ps_project,VIEW,Currency,STRING,0,YES
powerbi,salesforce_vf_ps_project,VIEW,Project Stage Summary,STRING,0,YES
powerbi,salesforce_vf_ps_project,VIEW,Project Stage,STRING,0,YES
powerbi,salesforce_vf_ps_project,VIEW,Days in Current Stage,DOUBLE,-,YES
powerbi,salesforce_vf_ps_project,VIEW,Project Start Date,DATE,-,YES
powerbi,salesforce_vf_ps_project,VIEW,Project End Date,DATE,-,YES
powerbi,salesforce_vf_ps_project,VIEW,Project Close Date,DATE,-,YES
powerbi,salesforce_vf_ps_project,VIEW,Link,STRING,0,YES
powerbi,salesforce_vf_ps_resource_bill_rates,VIEW,PS Project ID,STRING,0,YES
powerbi,salesforce_vf_ps_resource_bill_rates,VIEW,PS Role,STRING,0,YES
powerbi,salesforce_vf_ps_resource_bill_rates,VIEW,Hours,INT,-,YES
powerbi,salesforce_vf_ps_resource_bill_rates,VIEW,Amount,DECIMAL,-,YES
powerbi,salesforce_vf_ps_resource_bill_rates,VIEW,Currency,STRING,0,YES
powerbi,salesforce_vf_ps_timecard,VIEW,PS Timecard ID,STRING,0,YES
powerbi,salesforce_vf_ps_timecard,VIEW,PS Project ID,STRING,0,YES
powerbi,salesforce_vf_ps_timecard,VIEW,PS Assignment ID,STRING,0,YES
powerbi,salesforce_vf_ps_timecard,VIEW,Resource ID,STRING,0,YES
powerbi,salesforce_vf_ps_timecard,VIEW,Billable,INT,-,YES
powerbi,salesforce_vf_ps_timecard,VIEW,Timecard End Date,DATE,-,YES
powerbi,salesforce_vf_ps_timecard,VIEW,First Submit Date,TIMESTAMP,-,YES
powerbi,salesforce_vf_ps_timecard,VIEW,Approved,INT,-,YES
powerbi,salesforce_vf_ps_timecard,VIEW,Timecard Status,STRING,0,YES
powerbi,salesforce_vf_ps_timecard,VIEW,Timecard Hours,DOUBLE,-,YES
powerbi,salesforce_vf_ps_timecard,VIEW,Billable Amount,DOUBLE,-,YES
powerbi,salesforce_vf_ps_timecard,VIEW,Currency,STRING,0,YES
powerbi,salesforce_vf_ps_timecard,VIEW,Has Assignment,INT,-,YES
powerbi,salesforce_vf_ps_timecard,VIEW,Resource Name,STRING,0,YES
powerbi,salesforce_vf_quotas_focus_partners,VIEW,User ID,STRING,0,YES
powerbi,salesforce_vf_quotas_focus_partners,VIEW,User Name,STRING,0,YES
powerbi,salesforce_vf_quotas_focus_partners,VIEW,Job Title,STRING,0,YES
powerbi,salesforce_vf_quotas_focus_partners,VIEW,Quota Type,STRING,0,YES
powerbi,salesforce_vf_quotas_focus_partners,VIEW,Business Type,STRING,0,YES
powerbi,salesforce_vf_quotas_focus_partners,VIEW,Quarter Start,DATE,-,YES
powerbi,salesforce_vf_quotas_focus_partners,VIEW,Quota USD,DOUBLE,-,YES
powerbi,salesforce_vf_quote,VIEW,Quote ID,STRING,0,YES
powerbi,salesforce_vf_quote,VIEW,Approval Status,STRING,0,YES
powerbi,salesforce_vf_quote,VIEW,Created Date,DATE,-,YES
powerbi,salesforce_vf_quote,VIEW,Created Time,DECIMAL,-,YES
powerbi,salesforce_vf_quote,VIEW,Opportunity ID,STRING,0,YES
powerbi,salesforce_vf_quote,VIEW,Is Primary,INT,-,YES
powerbi,salesforce_vf_quote,VIEW,Partner Type,STRING,0,YES
powerbi,salesforce_vf_quote,VIEW,Quote Start Date,DATE,-,YES
powerbi,salesforce_vf_quote,VIEW,Quote End Date,DATE,-,YES
powerbi,salesforce_vf_quote,VIEW,Quote Expiration Date,DATE,-,YES
powerbi,salesforce_vf_quote_history,VIEW,Quote ID,STRING,0,YES
powerbi,salesforce_vf_quote_history,VIEW,Field,STRING,0,YES
powerbi,salesforce_vf_quote_history,VIEW,Created Date,TIMESTAMP,-,YES
powerbi,salesforce_vf_quote_history,VIEW,New Value,STRING,0,YES
powerbi,salesforce_vf_quote_history,VIEW,Date of Change,DATE,-,YES
powerbi,salesforce_vf_quote_history,VIEW,Time of Change,DECIMAL,-,YES
powerbi,salesforce_vf_renewals_forecast_weights,VIEW,Stage Number,LONG,-,YES
powerbi,salesforce_vf_renewals_forecast_weights,VIEW,Stage Name,STRING,0,YES
powerbi,salesforce_vf_renewals_forecast_weights,VIEW,Deal Band (ACV),STRING,0,YES
powerbi,salesforce_vf_renewals_forecast_weights,VIEW,Probability,DOUBLE,-,YES
powerbi,salesforce_vf_renewals_forecast_weights,VIEW,Relative Due Quarter,LONG,-,YES
powerbi,salesforce_vf_renewals_forecast_weights,VIEW,Current Quarter Week,LONG,-,YES
powerbi,salesforce_vf_sales_engineers,VIEW,SE ID,STRING,0,YES
powerbi,salesforce_vf_sales_engineers,VIEW,SE Name,STRING,0,YES
powerbi,salesforce_vf_sales_engineers,VIEW,Is Active,BOOLEAN,-,YES
powerbi,salesforce_vf_sales_engineers,VIEW,SE Team,STRING,0,YES
powerbi,salesforce_vf_sales_engineers,VIEW,title,STRING,0,YES
powerbi,salesforce_vf_sales_engineers,VIEW,SE Team ID,STRING,0,YES
powerbi,salesforce_vf_sales_quota,VIEW,User ID,STRING,0,YES
powerbi,salesforce_vf_sales_quota,VIEW,User Name,STRING,0,YES
powerbi,salesforce_vf_sales_quota,VIEW,Job Title,STRING,0,YES
powerbi,salesforce_vf_sales_quota,VIEW,Product Coverage,STRING,0,YES
powerbi,salesforce_vf_sales_quota,VIEW,Quota Type,STRING,0,YES
powerbi,salesforce_vf_sales_quota,VIEW,Business Type,STRING,0,YES
powerbi,salesforce_vf_sales_quota,VIEW,Product Group,STRING,0,YES
powerbi,salesforce_vf_sales_quota,VIEW,Quarter Start,DATE,-,YES
powerbi,salesforce_vf_sales_quota,VIEW,Quota USD,DECIMAL,-,YES
powerbi,salesforce_vf_sales_quota,VIEW,Last Updated,DATE,-,YES
powerbi,salesforce_vf_sales_quota,VIEW,Commission Rate,DECIMAL,-,YES
powerbi,salesforce_vf_sales_quota,VIEW,On Quota Date,STRING,0,YES
powerbi,salesforce_vf_sales_quota,VIEW,ARR Type,STRING,0,YES
powerbi,salesforce_vf_sales_quota,VIEW,Exchange Type,STRING,0,YES
powerbi,salesforce_vf_sales_team,VIEW,Sales Team,STRING,0,YES
powerbi,salesforce_vf_sales_team,VIEW,Geo-Segment,STRING,0,YES
powerbi,salesforce_vf_sales_team,VIEW,Level 1,STRING,0,YES
powerbi,salesforce_vf_sales_team,VIEW,Level 2,STRING,0,YES
powerbi,salesforce_vf_sales_team,VIEW,Level 3,STRING,0,YES
powerbi,salesforce_vf_sales_team,VIEW,Level 4,STRING,0,YES
powerbi,salesforce_vf_sales_team,VIEW,Level 5,STRING,0,YES
powerbi,salesforce_vf_sales_team,VIEW,SE Team,STRING,0,YES
powerbi,salesforce_vf_sales_team,VIEW,SE Team Email,STRING,0,YES
powerbi,salesforce_vf_sales_team,VIEW,Theatre,STRING,0,YES
powerbi,salesforce_vf_sales_team,VIEW,Email,STRING,0,YES
powerbi,salesforce_vf_sales_team,VIEW,Level 1 Geo-Segment,STRING,0,YES
powerbi,salesforce_vf_sales_team,VIEW,Level 2 Geo-Segment,STRING,0,YES
powerbi,salesforce_vf_sales_team,VIEW,Level 3 Geo-Segment,STRING,0,YES
powerbi,salesforce_vf_sales_team,VIEW,Level 4 Geo-Segment,STRING,0,YES
powerbi,salesforce_vf_sales_team,VIEW,Level 5 Geo-Segment,STRING,0,YES
powerbi,salesforce_vf_sales_team_2025,VIEW,Sales Team,STRING,0,YES
powerbi,salesforce_vf_sales_team_2025,VIEW,Geo-Segment,STRING,0,YES
powerbi,salesforce_vf_sales_team_2025,VIEW,Level 1,STRING,0,YES
powerbi,salesforce_vf_sales_team_2025,VIEW,Level 2,STRING,0,YES
powerbi,salesforce_vf_sales_team_2025,VIEW,Level 3,STRING,0,YES
powerbi,salesforce_vf_sales_team_2025,VIEW,Level 4,STRING,0,YES
powerbi,salesforce_vf_sales_team_2025,VIEW,Level 5,STRING,0,YES
powerbi,salesforce_vf_sales_team_2025,VIEW,SE Team,STRING,0,YES
powerbi,salesforce_vf_sales_team_2025,VIEW,SE Team Email,STRING,0,YES
powerbi,salesforce_vf_sales_team_2025,VIEW,Theatre,STRING,0,YES
powerbi,salesforce_vf_sales_team_2025,VIEW,Email,STRING,0,YES
powerbi,salesforce_vf_sales_team_2025,VIEW,Level 1 Geo-Segment,STRING,0,YES
powerbi,salesforce_vf_sales_team_2025,VIEW,Level 2 Geo-Segment,STRING,0,YES
powerbi,salesforce_vf_sales_team_2025,VIEW,Level 3 Geo-Segment,STRING,0,YES
powerbi,salesforce_vf_sales_team_2025,VIEW,Level 4 Geo-Segment,STRING,0,YES
powerbi,salesforce_vf_sales_team_2025,VIEW,Level 5 Geo-Segment,STRING,0,YES
powerbi,salesforce_vf_sdr,VIEW,SDR ID,STRING,0,YES
powerbi,salesforce_vf_sdr,VIEW,SDR Name,STRING,0,YES
powerbi,salesforce_vf_sdr,VIEW,Is Active,INT,-,YES
powerbi,salesforce_vf_sdr,VIEW,SDR Region,NULL,-,YES
powerbi,salesforce_vf_sdr,VIEW,SDR SubRegion,NULL,-,YES
powerbi,salesforce_vf_sdr,VIEW,XDR Type,STRING,0,YES
powerbi,salesforce_vf_sdr,VIEW,SDR Team,STRING,0,YES
powerbi,salesforce_vf_sdr,VIEW,SDR Manager Email,STRING,0,YES
powerbi,salesforce_vf_sdr_quota,VIEW,User ID,STRING,0,YES
powerbi,salesforce_vf_sdr_quota,VIEW,User Name,STRING,0,YES
powerbi,salesforce_vf_sdr_quota,VIEW,Quota Type,STRING,0,YES
powerbi,salesforce_vf_sdr_quota,VIEW,Month Start,STRING,0,YES
powerbi,salesforce_vf_sdr_quota,VIEW,Opps Accepted,STRING,0,YES
